YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2019,11,24,0.56,0.48,2.56,0.41,0.13,0.09,0.02,1.55,10.8
2019,11,25,2.68,4.94,2.72,0.84,0.65,0.27,0.05,5.27,46.58
2019,11,26,2.77,6.1,2.75,0.58,0.68,0.3,0.06,5.47,48.87
2019,11,27,0.91,0.47,2.39,0.75,0.23,0.14,0.03,2.42,17.3
2019,11,28,1.86,2.09,2.55,1.15,0.46,0.23,0.05,4.09,33.1
2019,11,29,2.57,4.3,2.77,1.05,0.64,0.23,0.05,5.09,44.27
2019,11,30,2.78,6.23,2.84,0.58,0.7,0.24,0.05,5.31,47.68
2019,12,1,0.41,0.32,2.4,0.31,0.1,0.05,0.01,1.14,7.61
2019,12,2,0.45,0.39,2.48,0.35,0.12,0.05,0.01,1.27,8.58
2019,12,3,2.24,3.38,2.44,1.04,0.58,0.17,0.03,4.51,38.88
2019,12,4,0.91,0.62,2.34,0.72,0.23,0.11,0.02,2.28,16.62
2019,12,5,2.07,2.82,2.51,1.04,0.54,0.17,0.03,4.26,35.96
2019,12,6,1.44,0.75,2.43,1.19,0.38,0.17,0.04,3.5,26.39
2019,12,7,2.55,5.33,2.66,0.77,0.67,0.21,0.04,4.86,43.57
2019,12,8,2.02,1.86,2.6,1.41,0.53,0.16,0.03,4.21,35.03
2019,12,9,0.64,0.37,2.19,0.53,0.17,0.09,0.02,1.86,12.55
2019,12,10,0.55,0.34,1.99,0.45,0.15,0.07,0.02,1.53,10.43
2019,12,11,1.28,1.4,2.44,0.88,0.34,0.15,0.03,2.95,22.8
2019,12,12,2.32,4,2.59,1.02,0.62,0.2,0.04,4.49,39.57
2019,12,13,0.72,0.42,2.32,0.6,0.2,0.09,0.02,2.02,13.95
2019,12,14,1.06,0.64,2.17,0.85,0.29,0.14,0.03,2.83,20.43
2019,12,15,1.44,2.26,2.39,0.77,0.39,0.12,0.02,3.05,24.94
2019,12,16,0.63,0.39,2.34,0.51,0.17,0.09,0.02,1.77,12.06
2019,12,17,0.4,0.3,2.09,0.32,0.11,0.05,0.01,1.16,7.68
2019,12,18,1.78,3.31,2.43,0.77,0.48,0.16,0.03,3.57,30.39
2019,12,19,2.34,4.09,2.53,0.93,0.64,0.17,0.03,4.5,39.56
2019,12,20,2.55,5.4,2.56,0.7,0.7,0.2,0.04,4.76,43.13
2019,12,21,1.66,0.75,2.44,1.41,0.45,0.17,0.04,3.71,29.49
2019,12,22,2.42,5.57,2.41,0.57,0.66,0.2,0.04,4.54,41.2
2019,12,23,2.36,4.4,2.39,0.87,0.65,0.2,0.04,4.54,40.16
2019,12,24,2.51,5.69,2.56,0.59,0.69,0.22,0.05,4.8,42.98
2019,12,25,2.09,3.03,2.4,1.11,0.57,0.21,0.04,4.23,36.12
2019,12,26,1.63,1.18,2.17,1.23,0.45,0.17,0.04,3.54,28.92
2019,12,27,1.38,0.75,2.24,1.14,0.38,0.2,0.04,3.37,25.74
2019,12,28,1.96,1.89,2.46,1.36,0.53,0.2,0.04,4.13,34.3
2019,12,29,1.16,0.61,2.38,0.97,0.31,0.13,0.02,3,21.89
2019,12,30,0.53,0.37,2.12,0.42,0.14,0.09,0.02,1.6,10.68
2019,12,31,1.1,1.53,2.45,0.69,0.3,0.11,0.02,2.59,19.69
2020,1,1,1.55,1.82,2.5,0.91,0.41,0.13,0.02,3.38,27.18
2020,1,2,2.38,4.28,2.61,0.98,0.63,0.19,0.04,4.76,41.24
2020,1,3,0.64,0.44,2.14,0.5,0.17,0.09,0.02,1.84,12.75
2020,1,4,0.36,0.32,2.12,0.27,0.09,0.05,0.01,1.03,6.79
2020,1,5,2.03,2.48,2.64,1.22,0.53,0.22,0.05,4.38,35.8
2020,1,6,1.77,2.29,2.49,0.96,0.46,0.16,0.03,3.77,30.82
2020,1,7,1.32,0.67,2.64,1.1,0.34,0.15,0.03,3.29,24
2020,1,8,1.9,2.95,2.5,0.88,0.49,0.15,0.03,3.82,32.44
2020,1,9,2.76,6.25,2.78,0.58,0.7,0.19,0.03,5.19,46.6
2020,1,10,1.53,1.99,2.48,0.88,0.39,0.16,0.03,3.54,28.25
2020,1,11,2.13,2.41,2.45,1.3,0.54,0.23,0.05,4.83,39.9
2020,1,12,2.03,2.29,2.47,1.21,0.51,0.23,0.05,4.59,37.33
2020,1,13,0.86,0.48,2.47,0.71,0.21,0.12,0.02,2.34,16.2
2020,1,14,0.82,0.47,2.27,0.67,0.2,0.12,0.02,2.17,15.38
2020,1,15,2.78,5.86,2.78,0.62,0.68,0.25,0.05,5.35,47.37
2020,1,16,2.14,3.28,2.71,0.94,0.52,0.21,0.04,4.45,37.34
2020,1,17,3.04,6.12,3.04,0.8,0.73,0.23,0.04,5.73,50.52
2020,1,18,1.08,0.55,2.72,0.9,0.26,0.14,0.03,2.85,20.35
2020,1,19,2.24,2.93,2.82,1.18,0.53,0.25,0.05,4.73,38.99
2020,1,20,3.04,5.72,3.07,0.89,0.71,0.25,0.05,5.87,51.17
2020,1,21,3.06,6.1,3.05,0.73,0.71,0.27,0.05,5.82,51.41
2020,1,22,3.09,6.8,3.04,0.57,0.71,0.27,0.05,5.88,52.39
2020,1,23,2.25,1.45,3.09,1.73,0.51,0.25,0.05,4.87,39.4
2020,1,24,2.94,5.74,3.01,0.77,0.66,0.29,0.05,5.89,51.64
2020,1,25,0.43,0.34,2.79,0.33,0.09,0.07,0.02,1.34,8.67
2020,1,26,2.74,4.25,3.08,1.04,0.6,0.25,0.05,5.71,48.29
2020,1,27,1.69,1.11,3,1.29,0.37,0.19,0.04,4.03,30.52
2020,1,28,2.19,2.15,3.19,1.31,0.47,0.23,0.05,4.85,38.62
2020,1,29,3.03,5.81,3.4,0.74,0.65,0.29,0.05,6.08,51.95
2020,1,30,2.97,4.18,3.45,1.3,0.62,0.29,0.05,6.05,50.88
2020,1,31,2,1.88,3.21,1.24,0.41,0.24,0.05,4.63,36.23
2020,2,1,1.33,0.71,3.04,1.07,0.27,0.19,0.04,3.45,25.06
2020,2,2,2.22,1.88,3.29,1.48,0.45,0.27,0.05,5.06,39.82
2020,2,3,3.22,5.7,3.38,0.83,0.65,0.33,0.06,6.59,56.52
2020,2,4,1.13,0.5,3.14,0.92,0.23,0.18,0.04,3.11,21.91
2020,2,5,1.03,0.49,3.3,0.83,0.2,0.19,0.04,2.89,19.98
2020,2,6,0.68,0.35,3.26,0.54,0.13,0.12,0.02,2.09,13.91
2020,2,7,1.59,1.33,3.32,1.04,0.3,0.3,0.06,4.04,30.02
2020,2,8,3.23,5.57,3.7,0.92,0.62,0.38,0.08,6.61,55.7
2020,2,9,3.11,4.36,3.62,1.24,0.59,0.34,0.07,6.42,54.02
2020,2,10,0.78,0.37,3.44,0.63,0.15,0.15,0.03,2.32,15.55
2020,2,11,0.89,0.46,3.41,0.7,0.16,0.17,0.03,2.6,17.68
2020,2,12,2.92,2.55,3.95,1.88,0.53,0.41,0.09,6.51,51.86
2020,2,13,0.45,0.28,3.55,0.34,0.08,0.09,0.02,1.38,8.99
2020,2,14,3.87,5.85,4.01,1.18,0.69,0.54,0.11,7.89,66.19
2020,2,15,4.2,7.07,4.32,0.91,0.74,0.45,0.09,8.24,70.38
2020,2,16,2.33,1.34,3.76,1.77,0.41,0.43,0.09,5.57,42.38
2020,2,17,4.12,7.28,4.1,0.79,0.71,0.56,0.11,8.33,71.23
2020,2,18,1.28,0.59,3.68,1.01,0.22,0.27,0.05,3.58,25.02
2020,2,19,4.12,6.84,4.35,1.06,0.7,0.6,0.12,8.61,72.21
2020,2,20,2.74,1.59,4.27,2.15,0.46,0.46,0.09,6.46,49.66
2020,2,21,4.68,8.89,4.62,0.59,0.77,0.62,0.12,9.34,79.24
2020,2,22,4.6,8.57,4.59,0.62,0.75,0.54,0.1,9.13,77.81
2020,2,23,4.64,8.43,4.61,0.64,0.75,0.62,0.12,9.45,79.7
2020,2,24,4.33,6.16,4.54,1.34,0.69,0.66,0.13,9.22,76.33
2020,2,25,1.5,0.64,3.99,1.21,0.23,0.36,0.07,4.34,30.06
2020,2,26,1.51,0.69,4.43,1.19,0.23,0.35,0.07,4.35,29.58
2020,2,27,4.14,5.43,4.59,1.5,0.64,0.69,0.14,8.94,72.59
2020,2,28,4.09,4.69,4.75,1.82,0.62,0.62,0.12,8.8,71.06
2020,2,29,3.76,4.72,4.79,1.55,0.57,0.52,0.1,8.02,64.68
2020,3,1,4.91,8.19,4.97,0.83,0.73,0.66,0.13,10.14,84.26
2020,3,2,4.61,6.01,4.72,1.51,0.68,0.69,0.13,9.89,81.75
2020,3,3,2.34,1.91,4.4,1.51,0.34,0.44,0.09,5.8,43.89
2020,3,4,4.95,7.88,4.96,0.93,0.72,0.73,0.15,10.46,86.41
2020,3,5,5.09,7.62,5.28,1.19,0.73,0.79,0.16,10.8,88.51
2020,3,6,1.41,1.35,4.83,0.91,0.2,0.3,0.06,3.74,26.95
2020,3,7,5.13,7.48,5.25,1.22,0.73,0.7,0.14,10.66,88.47
2020,3,8,4.58,5.7,4.9,1.53,0.64,0.66,0.13,9.66,79.97
2020,3,9,5.34,8.45,5.3,0.88,0.73,0.88,0.18,11.43,94.14
2020,3,10,2.92,1.64,4.87,2.09,0.4,0.64,0.12,7.42,55.46
2020,3,11,3.86,3,5.22,2.34,0.52,-999,0.14,8.84,68.8
2020,3,12,1.59,0.79,5.07,1.24,0.21,0.37,0.07,4.63,31.52
2020,3,13,3.04,3.08,4.71,1.46,0.41,0.56,0.11,7.04,56.04
2020,3,14,5.62,8.6,5.66,0.9,0.74,1.01,0.2,12.19,99.72
2020,3,15,5.2,7.11,5.67,1.12,0.68,1.05,0.21,11.66,93.02
2020,3,16,4.8,4.72,5.62,2.06,0.62,0.84,0.17,10.72,84.87
2020,3,17,3.04,2.27,5.47,1.81,0.39,0.69,0.14,7.95,58.47
2020,3,18,5.15,5.3,5.83,2.17,0.66,0.92,0.19,11.4,91.15
2020,3,19,2.91,1.37,5.56,2.12,0.37,0.79,0.16,8.03,57.41
2020,3,20,2.36,1.79,4.88,1.54,0.3,0.59,0.12,6.13,46.38
2020,3,21,4.92,5.18,5.91,1.93,0.61,1.16,0.23,11.41,88.83
2020,3,22,5.21,5.78,6.05,1.8,0.64,0.97,0.2,11.66,92.13
2020,3,23,0.99,0.5,5.82,0.71,0.12,0.3,0.06,3.22,20.84
2020,3,24,6.03,8.69,6.06,0.93,0.73,1.05,0.21,13.23,107.59
2020,3,25,1.87,0.75,5.77,1.43,0.23,0.45,0.09,5.51,37.79
2020,3,26,6.21,9.22,6.18,0.86,0.73,1.07,0.22,13.57,110.45
2020,3,27,5.74,7.76,6.12,1.03,0.68,1.16,0.23,13.11,104.56
2020,3,28,1.24,0.46,5.67,0.97,0.15,0.39,0.08,4.01,26.66
2020,3,29,1.74,1.28,5.88,1.13,0.2,-999,0.1,5.05,35.6
2020,3,30,2.37,1.03,6.27,1.77,0.27,0.73,0.14,6.85,47.08
2020,3,31,3.05,1.64,6.38,2.11,0.35,0.77,0.16,8.24,58.84
2020,4,1,5.96,7.2,6.51,1.69,0.68,1.19,0.24,13.44,106.91
2020,4,2,6.07,6.76,6.53,1.62,0.69,1.26,0.25,13.94,109.61
2020,4,3,2.61,0.98,6.46,2.02,0.29,0.74,0.15,7.7,52.94
2020,4,4,4.75,5.03,6.62,1.72,0.53,1.23,0.25,11.79,88.95
2020,4,5,3.56,1.76,5.79,2.58,0.39,0.84,0.16,8.54,66.47
2020,4,6,6.31,7.92,6.66,1.27,0.69,1.37,0.27,14.27,113.76
2020,4,7,5.75,5.16,6.59,2.57,0.62,1.2,0.24,13.3,104.87
2020,4,8,4.64,4.53,6.13,1.85,0.5,0.98,0.2,11.25,86.69
2020,4,9,2.85,2.1,6.1,1.74,0.3,0.66,0.13,7.46,55.13
2020,4,10,4.11,3.05,6.87,2.4,0.44,-999,0.16,10.08,74.86
2020,4,11,6.92,8.86,6.94,1.37,0.73,1.11,0.22,14.94,121.25
2020,4,12,5.2,4.78,6.83,2.43,0.55,1.09,0.21,12.45,96.27
2020,4,13,0.94,0.6,6.13,0.69,0.1,0.3,0.06,3.09,20.54
2020,4,14,5.58,5.15,6.91,2.68,0.58,1.37,0.27,13.08,101.46
2020,4,15,5.53,5.7,7.15,1.64,0.57,-999,0.27,12.97,99.37
2020,4,16,6.38,7.01,7.16,2,0.66,1.26,0.25,14.14,112.21
2020,4,17,5.41,4.45,7.24,2.64,0.55,1.12,0.21,12.82,98.45
2020,4,18,1.99,1.09,7.13,1.43,0.2,0.56,0.11,5.98,40.5
2020,4,19,6.88,7.88,7.31,1.52,0.7,1.35,0.27,15.71,123.8
2020,4,20,3.41,1.21,7.2,2.64,0.34,1,0.2,9.48,66.63
2020,4,21,3.73,2.39,6.9,2.44,0.38,0.91,0.18,9.59,71.04
2020,4,22,7.51,9.7,7.76,1.58,0.75,1.46,0.29,16.66,132.02
2020,4,23,3.09,1.27,7.16,2.32,0.3,0.84,0.16,8.57,60.53
2020,4,24,1.67,0.72,7.13,1.24,0.16,0.59,0.12,5.49,35.82
2020,4,25,6.92,7.33,7.3,1.74,0.68,1.57,0.32,15.93,126.09
2020,4,26,1.18,0.55,7.04,0.88,0.12,0.41,0.08,3.98,25.87
2020,4,27,2.26,0.9,7.55,1.72,0.22,0.7,0.13,7.09,46.83
2020,4,28,7.62,9.82,7.79,1.18,0.73,1.5,0.3,17.4,137.77
2020,4,29,2.09,0.99,7.22,1.53,0.2,0.65,0.12,6.39,43.04
2020,4,30,3.11,1.12,7.04,2.33,0.3,1.02,0.2,9.08,63.32
2020,5,1,4.07,2.66,7.5,2.45,0.39,1.3,0.26,11.1,80.34
2020,5,2,7.6,9.09,7.9,1.6,0.72,1.64,0.33,17.45,137.3
2020,5,3,5.35,3.63,7.19,3.15,0.51,1.49,0.3,13.59,102.58
2020,5,4,5.56,5.5,7.69,1.97,0.52,1.49,0.3,13.49,103.23
2020,5,5,7.02,8.01,8.23,1.84,0.66,1.64,0.33,16.5,126.99
2020,5,6,2.31,0.88,7.69,1.74,0.22,0.8,0.16,7.12,47.77
2020,5,7,7.74,9.04,7.95,1.56,0.72,1.67,0.34,17.38,137.78
2020,5,8,2.51,0.87,7.31,1.92,0.23,0.71,0.14,7.31,51.15
2020,5,9,7.24,6.88,8.12,2.44,0.67,1.6,0.32,16.55,128.3
2020,5,10,7.76,9,8.07,1.86,0.71,1.54,0.3,17.59,139.58
2020,5,11,4.35,2.73,7.47,2.69,0.4,1.02,0.2,10.92,82.41
2020,5,12,8.12,9.74,8.28,1.37,0.74,1.6,0.33,18.31,144.52
2020,5,13,8.39,11.12,8.39,0.99,0.77,1.65,0.34,18.87,149.85
2020,5,14,7.82,8.87,8.03,1.72,0.71,1.66,0.34,18.09,143.28
2020,5,15,6.27,5.07,7.41,2.64,0.57,1.68,0.34,15.54,119.64
2020,5,16,7,5.33,8.13,2.97,0.63,1.95,0.39,17.25,131.27
2020,5,17,7.25,6.66,7.95,2.44,0.66,1.95,0.39,17.43,135.48
2020,5,18,5.09,1.86,7.66,3.73,0.46,1.66,0.34,13.16,98.23
2020,5,19,6.96,4.74,8.36,3.99,0.62,2.11,0.42,16.83,128.3
2020,5,20,7.53,6.13,8.68,3.03,0.67,2.2,0.44,17.97,136.62
2020,5,21,8,9.29,8.39,1.73,0.71,2.04,0.41,18.49,145.22
2020,5,22,6.51,6.23,7.95,2.17,0.58,1.89,0.38,16.61,126.21
2020,5,23,2.42,0.91,7.58,1.8,0.22,0.88,0.18,7.63,51.79
2020,5,24,4.75,3.11,8.15,2.77,0.42,1.5,0.3,13.07,93.48
2020,5,25,5.43,4.58,8.15,2.52,0.48,1.73,0.35,14.27,106.27
2020,5,26,6.66,6.54,7.97,2.36,0.59,-999,0.38,16.27,127.33
2020,5,27,6.05,4.37,8.15,2.92,0.53,-999,0.38,15.59,116.41
2020,5,28,3.68,1.95,7.89,2.51,0.32,1.39,0.28,10.78,75.62
2020,5,29,5.2,2.97,7.64,3.09,0.45,1.79,0.36,13.76,102.61
2020,5,30,7.59,7.59,8.19,2.2,0.66,2.35,0.46,18.81,145.01
2020,5,31,8.41,10.46,8.73,1.29,0.73,2.32,0.46,19.84,153.98
2020,6,1,7.74,8.16,8.37,2.16,0.68,1.8,0.36,18.06,141.78
2020,6,2,4.49,1.9,7.99,3.21,0.39,1.26,0.25,11.95,87.37
2020,6,3,4.76,2.92,7.32,2.96,0.41,1.2,0.24,11.82,91.43
2020,6,4,7.08,5.7,8.15,3.26,0.62,2.01,0.41,17.48,134.59
2020,6,5,4.09,1.47,7.44,3.01,0.35,1.38,0.27,11.25,82.41
2020,6,6,6.24,4.21,7.95,3.34,0.54,1.98,0.4,15.84,120.16
2020,6,7,8.04,9.05,8.49,1.75,0.7,2.38,0.47,19.33,150.08
2020,6,8,8.42,10.08,8.52,1.35,0.73,2.23,0.45,19.87,156.08
2020,6,9,8,8.93,8.23,1.74,0.7,2.41,0.48,19.27,151.38
2020,6,10,7.17,5.62,7.62,2.98,0.62,2.16,0.42,17.02,135.41
2020,6,11,3.13,1.52,7.78,2.16,0.27,1.2,0.24,9.24,64.95
2020,6,12,8.02,9.32,8.48,1.35,0.7,2.54,0.49,19.28,149.92
2020,6,13,8.55,10.71,8.57,1.22,0.73,2.48,0.48,20.07,157.95
2020,6,14,8.43,10.29,8.5,1.31,0.73,2.38,0.47,20.04,157.01
2020,6,15,6.79,4.47,8.16,3.71,0.59,1.84,0.37,16.7,127.84
2020,6,16,8.05,8.86,8.25,1.95,0.7,2.22,0.45,19.34,151.26
2020,6,17,5.7,4.18,8.36,2.93,0.49,1.84,0.37,15.43,112.6
2020,6,18,4.84,2.47,8.23,3.32,0.41,1.65,0.33,13.66,97.66
2020,6,19,7.38,7.55,8.08,2,0.63,2.13,0.43,18.34,142
2020,6,20,7.42,6.81,7.98,2.79,0.64,2.12,0.42,18.33,142.95
2020,6,21,7.82,8.43,8.02,1.78,0.67,2.25,0.45,19.25,150.96
2020,6,22,7.76,8.77,7.96,1.71,0.67,2.2,0.44,18.86,149.24
2020,6,23,7.54,7.83,7.8,2.17,0.65,2.09,0.41,18.21,144.25
2020,6,24,6.74,5.57,7.75,2.47,0.58,2.01,0.4,16.39,127.01
2020,6,25,5.75,3.6,8.1,3.06,0.5,1.84,0.37,15.05,111.62
2020,6,26,7.38,7.19,8.16,2.43,0.64,2.02,0.41,18.01,139.87
2020,6,27,3.51,1.53,7.51,2.51,0.3,1.12,0.23,10.02,71.73
2020,6,28,7.26,7.19,8.02,2.06,0.62,2.28,0.45,18.22,140.38
2020,6,29,7.57,7.77,8.07,2.1,0.66,2.05,0.41,18.46,144.13
2020,6,30,6.23,5.32,8.08,2.72,0.54,1.69,0.34,16.12,121.41
2020,7,1,5.76,4.21,8.08,2.91,0.5,1.73,0.34,15.34,113.37
2020,7,2,7.82,8.58,7.89,1.65,0.68,2.11,0.42,19,149.34
2020,7,3,5.82,4.25,7.65,2.81,0.51,1.77,0.35,15.09,114.02
2020,7,4,7.15,6.84,7.88,2.07,0.62,2.19,0.43,17.83,137.34
2020,7,5,7.42,7.28,7.96,2.09,0.65,2.2,0.44,18.38,142.35
2020,7,6,5.79,5.43,7.7,1.57,0.51,1.82,0.36,14.38,111.02
2020,7,7,4.97,3.03,7.71,2.83,0.44,1.62,0.32,13.47,98.6
2020,7,8,6.36,5.16,7.74,2.45,0.55,1.98,0.39,16.06,123.03
2020,7,9,7.63,8.5,7.83,1.71,0.67,2.27,0.45,18.72,147.18
2020,7,10,1.88,1.12,7.7,1.23,0.16,0.7,0.14,6.13,41.36
2020,7,11,5.61,3.55,7.66,3.2,0.49,-999,0.39,15.11,112.04
2020,7,12,7.75,8.37,7.88,1.79,0.68,2.3,0.45,18.75,146.91
2020,7,13,7.3,7.16,7.71,2.39,0.65,2.2,0.44,17.95,140.3
2020,7,14,7.77,8.67,7.92,1.72,0.69,2.12,0.42,18.66,146.96
2020,7,15,7,6.98,7.88,2.09,0.62,2.05,0.41,17.62,135.54
2020,7,16,7.1,6.63,7.73,2.36,0.63,2.09,0.41,17.23,134.66
2020,7,17,3.52,2.23,7.4,2.11,0.31,-999,0.25,9.91,71.59
2020,7,18,7.62,8.44,7.97,1.74,0.68,2.36,0.47,18.79,146.23
2020,7,19,7.38,7.67,7.68,1.97,0.66,2.1,0.41,17.88,140.85
2020,7,20,6.91,6.34,7.39,2.39,0.62,2.09,0.41,17.19,134.48
2020,7,21,7.5,8.47,7.57,1.55,0.67,2.29,0.45,18.3,144.38
2020,7,22,6.9,6.01,7.4,2.46,0.62,2.12,0.42,17.1,133.89
2020,7,23,5.08,3.46,7.31,2.67,0.46,1.65,0.33,13.45,101.66
2020,7,24,1.6,0.56,7.15,1.24,0.15,0.59,0.12,5.08,34.62
2020,7,25,7.28,7.75,7.51,1.78,0.66,2.13,0.42,17.7,139.22
2020,7,26,7.02,6.45,7.65,2.31,0.64,2.14,0.42,17.51,135.51
2020,7,27,7.53,8.29,7.64,1.66,0.69,2.16,0.43,17.79,141.23
2020,7,28,7.08,7.93,7.43,1.63,0.65,2.16,0.43,17.66,138.09
2020,7,29,7.21,8.19,7.57,1.58,0.66,2.12,0.42,17.47,137.08
2020,7,30,5.73,3.73,7.25,3.15,0.53,1.75,0.34,14.26,110.23
2020,7,31,3.51,3.44,7.02,2.21,0.33,-999,0.25,9.89,72.12
2020,8,1,7.29,9.04,7.65,1.3,0.68,2.25,0.45,17.73,139.04
2020,8,2,4.83,3.48,7.16,2.43,0.45,1.66,0.33,12.98,96.12
2020,8,3,7.14,7.47,7.31,1.7,0.67,2.3,0.45,17.87,139.2
2020,8,4,2.68,1.92,6.96,1.55,0.25,0.98,0.2,7.79,55.97
2020,8,5,7.11,8.15,7.22,1.58,0.67,2.2,0.43,16.97,134.65
2020,8,6,4.03,3.3,6.99,1.97,0.38,1.29,0.26,10.45,79.48
2020,8,7,4.14,2.35,6.99,2.57,0.4,1.48,0.3,11.49,83.23
2020,8,8,5.42,5.18,7.17,2.01,0.52,1.76,0.35,14.08,105.95
2020,8,9,6.73,7.23,7.12,1.72,0.65,1.87,0.38,16.37,128.59
2020,8,10,6.88,7.94,6.96,1.61,0.66,1.95,0.38,16.67,132.59
2020,8,11,5.57,5.19,7.02,2.11,0.54,1.7,0.34,14.11,107.71
2020,8,12,4.41,3.61,6.84,1.86,0.43,1.49,0.3,11.73,87.31
2020,8,13,2.57,0.98,6.55,1.92,0.25,0.98,0.2,7.77,54.23
2020,8,14,6.01,5.22,6.78,2.62,0.59,1.85,0.37,14.95,116.8
2020,8,15,5.3,2.87,6.78,3.22,0.52,1.73,0.34,13.38,101.63
2020,8,16,1.32,0.58,6.54,1,0.13,0.55,0.11,4.48,29.3
2020,8,17,6.77,8.06,6.91,1.39,0.68,1.98,0.39,16.3,128.99
2020,8,18,6.84,8.58,7.04,1.21,0.69,1.91,0.38,16.57,130.2
2020,8,19,2.79,2.41,6.63,1.56,0.28,0.79,0.16,7.58,55.7
2020,8,20,7.09,9.07,7.28,1.3,0.72,1.88,0.38,16.76,131.88
2020,8,21,6.2,5.69,6.85,2.77,0.63,1.73,0.34,14.84,116.98
2020,8,22,5.22,3.73,6.61,2.74,0.54,1.62,0.32,13.3,101.34
2020,8,23,4.98,3.97,6.58,2.52,0.52,1.49,0.3,12.8,97.09
2020,8,24,6.27,7.08,6.51,1.62,0.65,1.71,0.34,15.41,121.41
2020,8,25,5.99,6.44,6.3,1.82,0.62,1.55,0.31,14.27,114.24
2020,8,26,6.53,7.49,6.88,1.8,0.69,1.77,0.35,15.52,122.2
2020,8,27,5.55,4.84,5.75,2.17,0.59,1.45,0.29,12.75,104.05
2020,8,28,5.95,6.28,6.16,1.76,0.63,1.56,0.31,14.09,113.26
2020,8,29,2.24,1.14,5.96,1.67,0.24,0.75,0.15,6.71,46.95
2020,8,30,6.35,7.76,6.66,1.51,0.68,1.7,0.34,15.13,118.81
2020,8,31,4.03,2.18,6.52,2.67,0.44,1.23,0.24,10.81,79.03
2020,9,1,4.55,3.75,6.22,2.16,0.49,1.45,0.29,11.92,89.17
2020,9,2,3.31,1.4,5.77,2.37,0.36,1.2,0.23,9.27,66.75
2020,9,3,5.33,4.64,5.99,2.32,0.59,1.75,0.34,13.34,103.57
2020,9,4,6.09,7.72,6.17,1.37,0.68,1.77,0.34,14.44,115.81
2020,9,5,6.42,8.74,6.4,0.94,0.72,1.71,0.34,14.73,118.21
2020,9,6,6.03,7.68,6.12,1.18,0.68,1.48,0.3,13.91,112.02
2020,9,7,5.58,6.2,5.79,1.75,0.63,1.37,0.27,12.66,102.73
2020,9,8,5.45,5.79,5.63,1.78,0.62,1.35,0.27,12.32,100.45
2020,9,9,2.52,0.9,5.65,1.97,0.29,0.85,0.16,7.16,50.87
2020,9,10,3.1,1.16,5.57,2.35,0.36,1.16,0.22,8.81,63.11
2020,9,11,3.25,2.04,5.55,2.1,0.38,1.11,0.21,8.63,63.46
2020,9,12,5.35,5.71,6.05,1.93,0.63,-999,0.3,12.6,99.18
2020,9,13,4.52,4.39,5.69,1.97,0.54,1.34,0.26,11,86.02
2020,9,14,4.42,3.14,5.27,2.44,0.53,1.22,0.23,10.05,81.5
2020,9,15,4.8,3.86,5.25,2.44,0.58,-999,0.2,9.88,84.04
2020,9,16,3.97,2.54,4.45,2.43,0.48,0.75,0.15,7.41,67.98
2020,9,17,2.85,1.12,4.41,2.16,0.35,0.65,0.12,6.16,52.65
2020,9,18,3.25,2.02,4.73,2.18,0.4,0.84,0.16,7.61,60.45
2020,9,19,6.06,9.1,6.07,0.94,0.76,1.37,0.27,13.33,108.26
2020,9,20,5.59,7.11,5.7,1.63,0.7,1.22,0.24,12.3,100.02
2020,9,21,5.43,6.7,5.48,1.47,0.69,-999,0.22,11.63,95.68
2020,9,22,5.49,7.47,5.5,1.29,0.7,1.12,0.23,11.57,96.59
2020,9,23,5.43,7.79,5.4,1.04,0.7,1.18,0.24,12.02,99.06
2020,9,24,2.9,1.09,5.24,2.3,0.38,0.84,0.16,7.53,55.72
2020,9,25,3.68,1.69,4.85,2.7,0.48,0.93,0.18,8.59,68.11
2020,9,26,3.83,3.9,4.96,1.72,0.51,0.99,0.2,9.49,73.59
2020,9,27,3.27,2.28,5.14,2.04,0.44,0.95,0.19,8.75,64.2
2020,9,28,3.48,2.6,4.77,2.08,0.47,0.94,0.18,8.62,66.33
2020,9,29,2.15,1.01,4.77,1.61,0.29,0.71,0.14,6.21,43.6
2020,9,30,4.4,5.02,4.86,1.48,0.6,-999,0.23,10.14,81.12
2020,10,1,4.61,6.17,4.96,1.4,0.64,1.07,0.21,10.65,86.18
2020,10,2,2.54,3.29,4.78,0.91,0.35,0.62,0.12,6.01,47.11
2020,10,3,4.98,7.53,4.96,0.97,0.7,1.01,0.2,10.71,89.16
2020,10,4,4.35,5.82,4.85,1.26,0.62,0.94,0.19,9.65,78.72
2020,10,5,4.24,5.58,4.76,1.33,0.61,0.98,0.2,9.7,78.53
2020,10,6,4.45,6.14,4.71,1.29,0.65,0.84,0.17,9.8,80.6
2020,10,7,4.04,5.12,4.47,1.3,0.59,0.8,0.16,9.05,74.34
2020,10,8,4.93,8.2,4.93,0.85,0.73,0.95,0.2,10.78,89.33
2020,10,9,4.63,7.31,4.66,0.88,0.7,0.89,0.18,10.09,84.28
2020,10,10,3.03,1.87,4.34,2.15,0.46,0.75,0.15,7.47,57.06
2020,10,11,2,0.76,3.97,1.61,0.3,0.57,0.11,5.38,39.37
