date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,9.7,4.4,12.8,0,,38,13.7,,1020.1,
2015-01-02,7.7,3.3,11.1,0,,,2.5,,1021.7,
2015-01-03,7.7,3.3,12.2,0,,,2.5,,1024.3,
2015-01-04,8.6,5,12.8,0,,,3.2,,1028.5,
2015-01-05,9.8,6.1,15,0,,,4,,1026.7,
2015-01-06,10.8,6.7,15.6,0,,,3.2,,1023.2,
2015-01-07,11.6,7.2,15.6,0,,,3.2,,1020.9,
2015-01-08,12,9.4,15.6,0,,,1.4,,1017.5,
2015-01-09,12.5,10.6,17.2,0,,,5.8,,1015.8,
2015-01-10,12.5,9.4,16.1,0,,,8.3,,1015.5,
2015-01-11,11.2,8.3,13.3,0,,,6.5,,1018.7,
2015-01-12,11.1,8.3,16.7,0,,,6.8,,1023.1,
2015-01-13,11.9,7.8,17.8,0,,,1.8,,1021.6,
2015-01-14,11.6,6.1,14.4,0,,,2.5,,1023,
2015-01-15,11.2,7.2,15,0,,,3.6,,1025.2,
2015-01-16,12.1,8.9,14.4,0,,,4.7,,1024.4,
2015-01-17,12.6,10.6,14.4,0,,,6.5,,1024.5,
2015-01-18,12.8,11.7,16.1,0,,,4.3,,1025.2,
2015-01-19,13.9,11.1,15.6,0,,,7.2,,1024.1,
2015-01-20,12.1,9.4,16.1,0,,,5.8,,1019.8,
2015-01-21,11.7,7.8,17.8,0,,,4.3,,1020.1,
2015-01-22,11.6,8.3,13.9,0,,,7.2,,1024.9,
2015-01-23,11.4,7.2,19.4,0,,,3.2,,1026.3,
2015-01-24,13.6,9.4,17.8,0,,,4.3,,1021.8,
2015-01-25,12.4,9.4,17.2,0,,,4.3,,1018.8,
2015-01-26,12.4,8.9,17.8,0,,,4.3,,1016.1,
2015-01-27,16.2,12.2,20,0,,,9,,1021.1,
2015-01-28,13.7,9.4,17.8,0,,,6.5,,1023.2,
2015-01-29,13.6,9.4,18.9,0,,,9.7,,1019.8,
2015-01-30,13,10,17.8,0,,,9.4,,1015.3,
2015-01-31,14.8,8.9,23.3,0,,,7.9,,1014.7,
2015-02-01,13.7,7.8,17.8,0,,,6.8,,1020,
2015-02-02,13.3,9.4,18.9,0,,,4,,1020.5,
2015-02-03,14.7,11.1,18.3,0,,,2.9,,1018.9,
2015-02-04,14.2,10,17.8,0,,,9,,1017.5,
2015-02-05,14.1,11.7,17.8,0,,,12.6,,1015,
2015-02-06,16.7,12.8,19.4,18.3,,152,39.6,,1010.5,
2015-02-07,16.9,15,18.3,2,,173,13.7,,1016.2,
2015-02-08,16.1,13.9,18.3,30.7,,171,29.5,,1013.9,
2015-02-09,16.6,12.2,17.8,0,,251,15.5,,1022.3,
2015-02-10,13.2,8.9,17.8,0,,,7.2,,1021.7,
2015-02-11,13.2,8.9,19.4,0,,,2.5,,1020.6,
2015-02-12,15.3,10.6,22.8,0,,,2.5,,1021.4,
2015-02-13,16.2,11.1,20.6,0,,,6.1,,1019.3,
2015-02-14,16.1,11.1,22.8,0,,,4.7,,1018.2,
2015-02-15,16.3,10.6,23.9,0,,,1.8,,1016.3,
2015-02-16,16.2,10.6,20,0,,,10.8,,1015.8,
2015-02-17,12.8,11.7,15,0,,245,10.8,,1020,
2015-02-18,13.7,12.2,17.8,0,,,11.2,,1021.8,
2015-02-19,13.7,12.2,16.7,0,,,9.4,,1020,
2015-02-20,14,12.2,20,0,,,7.9,,1016.5,
2015-02-21,14.1,9.4,19.4,0,,,5,,1012.7,
2015-02-22,13.9,9.4,18.3,0,,,17.6,,1011.1,
2015-02-23,15.4,11.7,17.2,0,,355,19.8,,1017.5,
2015-02-24,13.2,6.7,18.9,0,,,10.4,,1026.2,
2015-02-25,13.3,9.4,18.3,0,,,11.2,,1023.2,
2015-02-26,13.9,10,19.4,0,,,19.8,,1016.4,
2015-02-27,14.2,11.7,16.7,0,,282,32.8,,1010.7,
2015-02-28,12.7,10,16.7,0,,297,13.3,,1009,
2015-03-01,12.5,8.9,18.3,0,,,10.8,,1014.2,
2015-03-02,13.2,10,16.1,0,,236,11.5,,1011.2,
2015-03-03,12.2,8.3,17.8,0,,,11.2,,1016.2,
2015-03-04,12.3,7.8,18.9,0,,,7.6,,1020,
2015-03-05,13.9,8.3,20,0,,,4.7,,1025.4,
2015-03-06,14.8,8.9,22.2,0,,,10.8,,1023.8,
2015-03-07,14.6,8.9,22.8,0,,,13,,1018.6,
2015-03-08,13.4,8.9,18.3,0,,299,20.2,,1017.9,
2015-03-09,12.8,10.6,18.9,0,,290,15.5,,1015.9,
2015-03-10,12.6,10,16.7,0,,,12.2,,1014.3,
2015-03-11,15.2,12.8,20,0.5,,,9.4,,1019.8,
2015-03-12,15.4,11.1,22.2,0,,,10.8,,1023.3,
2015-03-13,15.8,11.7,23.3,0,,,9.7,,1020.5,
2015-03-14,17.8,13.9,28.3,0,,,7.2,,1017.6,
2015-03-15,20.4,15,21.7,0,,250,15.5,,1017.1,
2015-03-16,16.4,13.9,20.6,0,,,9.7,,1016.9,
2015-03-17,15.4,11.7,18.3,0,,273,29.2,,1018.7,
2015-03-18,14.4,10.6,20.6,0,,284,15.8,,1017.6,
2015-03-19,14.6,10,23.3,0,,,13,,1017.4,
2015-03-20,15.1,11.1,21.7,0,,273,14,,1019.4,
2015-03-21,15.5,13.3,22.8,0,,,13,,1020.7,
2015-03-22,15.7,12.8,19.4,1,,231,13.7,,1021.1,
2015-03-23,15.6,12.8,18.3,0,,261,17.3,,1024.6,
2015-03-24,14.9,11.7,18.3,0,,,17.6,,1025.3,
2015-03-25,15.4,11.1,22.2,0,,,15.5,,1022.8,
2015-03-26,15.8,11.1,26.1,0,,,11.2,,1019.9,
2015-03-27,15.6,11.1,17.2,0,,280,28.1,,1020.5,
2015-03-28,15.3,11.1,23.3,0,,,18.7,,1020.7,
2015-03-29,14.8,10,21.7,0,,,16.6,,1018.5,
2015-03-30,14.5,11.1,17.8,0,,273,28.8,,1017.7,
2015-03-31,14.7,11.7,18.3,0,,276,34.9,,1020.8,
2015-04-01,13.3,9.4,17.8,0,,271,24.8,,1021.2,
2015-04-02,13.7,9.4,20,0,,291,22.7,,1021.6,
2015-04-03,13.6,8.9,18.3,0,,,22.7,,1021.8,
2015-04-04,12.9,10,17.2,0,,271,31,,1017.8,
2015-04-05,11.9,8.9,15,2.8,,,12.2,,1013.6,
2015-04-06,11.9,7.8,17.2,0,,,17.6,,1013.6,
2015-04-07,13.5,10.6,16.1,17.8,,229,21.6,,1012.2,
2015-04-08,12.7,10,17.2,1.5,,,12.6,,1020.2,
2015-04-09,13.1,9.4,18.9,0,,,11.5,,1016.7,
2015-04-10,13.9,9.4,18.3,0,,284,16.2,,1016.7,
2015-04-11,14.5,10.6,20.6,0,,275,23.8,,1017.7,
2015-04-12,15.2,10.6,23.3,0,,,16.2,,1016.4,
2015-04-13,14,10.6,16.7,0,,272,25.9,,1018.7,
2015-04-14,13.2,10,17.2,0,,289,24.5,,1025.3,
2015-04-15,14,8.9,20.6,0,,303,19.4,,1020.5,
2015-04-16,17,10.6,26.7,0,,,14.4,,1016.6,
2015-04-17,16.8,10.6,21.1,0,,294,18.4,,1017.9,
2015-04-18,12.9,9.4,19.4,0,,,16.9,,1016.1,
2015-04-19,13.1,10.6,17.8,0,,298,15.5,,1013.9,
2015-04-20,14.1,11.7,20,0,,260,15.1,,1011.9,
2015-04-21,13.4,12.2,15,0,,227,16.9,,1011.9,
2015-04-22,13.6,11.1,18.3,0,,,13.3,,1011.7,
2015-04-23,13.6,10.6,19.4,0,,230,20.2,,1011.9,
2015-04-24,13.7,11.1,17.2,3,,258,29.5,,1015.5,
2015-04-25,13.8,11.1,16.1,7.4,,264,37.4,,1015.1,
2015-04-26,13.6,10.6,19.4,0,,273,25.9,,1019.4,
2015-04-27,15.9,11.1,26.7,0,,,18.4,,1016.2,
2015-04-28,13.3,11.1,17.8,0,,268,24.8,,1017.3,
2015-04-29,13.8,10.6,20,0,,273,21.2,,1015.6,
2015-04-30,16.9,11.1,31.1,0,,,9.7,,1010.6,
2015-05-01,19.9,12.2,23.9,0,,306,16.2,,1010.8,
2015-05-02,14.6,11.7,19.4,0,,303,14.8,,1011.5,
2015-05-03,14.1,11.1,18.3,0,,229,13.7,,1012.3,
2015-05-04,12.8,11.1,16.1,0,,247,19.1,,1014.8,
2015-05-05,12.9,11.1,16.7,0,,243,22.3,,1014.2,
2015-05-06,13.2,10.6,18.9,0,,267,23.8,,1011.4,
2015-05-07,13.2,10,20,0,,274,16.2,,1008.1,
2015-05-08,14.3,10,20,0,,288,14,,1011.8,
2015-05-09,13.5,11.1,18.3,0,,259,19.4,,1018.8,
2015-05-10,12.8,11.1,16.7,0,,255,20.5,,1017.9,
2015-05-11,13.1,11.1,16.7,0,,262,36.4,,1014.2,
2015-05-12,12.8,10.6,16.7,0,,271,38.2,,1013.9,
2015-05-13,13.3,11.1,18.3,0,,250,19.1,,1014.1,
2015-05-14,15,12.8,18.3,0,,,13.3,,1010.4,
2015-05-15,14,11.7,16.7,0,,257,24.1,,1013.2,
2015-05-16,13.4,12.2,16.1,0,,255,20.5,,1015.8,
2015-05-17,13.8,12.8,16.7,0,,260,19.4,,1017.3,
2015-05-18,13.7,12.8,15.6,0,,265,21.6,,1018.6,
2015-05-19,14.1,12.8,17.2,0,,263,19.1,,1018.5,
2015-05-20,14.2,12.8,16.7,0,,251,16.6,,1014.9,
2015-05-21,14.9,12.8,19.4,0.3,,253,14.8,,1014.3,
2015-05-22,15.2,13.3,17.8,0.3,,265,18.4,,1016.7,
2015-05-23,14.1,12.2,17.2,0,,254,23,,1018.5,
2015-05-24,13.4,10.6,16.1,0,,254,16.9,,1016.5,
2015-05-25,13.6,11.7,17.8,0,,257,18.4,,1015.1,
2015-05-26,14.3,12.2,18.3,0,,243,16.6,,1016,
2015-05-27,14.7,11.7,17.8,0,,258,20.5,,1016.6,
2015-05-28,13.3,11.1,16.7,0,,269,24.5,,1016.9,
2015-05-29,13.4,11.7,16.7,0,,268,21.6,,1015.4,
2015-05-30,13.3,11.1,17.8,0,,281,20.9,,1014.1,
2015-05-31,14.1,11.7,19.4,0,,262,20.5,,1013.8,
2015-06-01,16.9,14.4,23.3,0,,215,13.7,,1016.4,
2015-06-02,16.3,13.3,18.3,0,,270,24.5,,1017.2,
2015-06-03,14.9,12.8,18.3,0,,262,25.9,,1013.9,
2015-06-04,14.9,12.2,21.1,0,,277,16.9,,1010.3,
2015-06-05,15.9,12.2,22.8,0,,,10.8,,1009.8,
2015-06-06,17.1,13.9,23.3,0,,,10.8,,1011.8,
2015-06-07,16.9,12.8,21.7,0,,298,20.5,,1012.2,
2015-06-08,17.4,12.8,28.9,0,,300,18.4,,1010.4,
2015-06-09,18.2,12.2,26.1,0,,317,13.7,,1011.6,
2015-06-10,17.5,13.3,20,6.6,,297,16.6,,1012.6,
2015-06-11,15.8,12.2,21.7,0,,,18.4,,1011.4,
2015-06-12,16.5,12.8,22.8,0,,303,18.7,,1009.2,
2015-06-13,17.6,13.3,25,0,,312,13.7,,1007.9,
2015-06-14,16.2,11.7,21.1,0,,276,20.2,,1009.6,
2015-06-15,13.3,11.7,16.1,0,,255,23,,1012.9,
2015-06-16,14.3,11.7,18.9,0,,285,20.9,,1014.1,
2015-06-17,14.3,11.1,19.4,0,,299,19.1,,1013.5,
2015-06-18,14.7,11.1,19.4,0,,295,19.4,,1015.5,
2015-06-19,15.2,10.6,20.6,0,,293,22.7,,1015.3,
2015-06-20,15.3,11.7,20.6,0,,296,24.1,,1012.4,
2015-06-21,15,12.8,18.9,0,,273,22.7,,1015.6,
2015-06-22,14.7,12.2,17.8,0,,273,21.2,,1017.2,
2015-06-23,15.5,12.2,20,0,,286,23.8,,1015.5,
2015-06-24,16.3,12.2,21.7,0,,,20.2,,1013.5,
2015-06-25,17.6,13.3,24.4,0,,306,15.1,,1012,
2015-06-26,18.1,13.3,22.8,0,,301,18.4,,1013,
2015-06-27,17.7,14.4,23.9,0,,243,12.2,,1015.1,
2015-06-28,18.8,15,22.2,0,,265,19.1,,1015.7,
2015-06-29,16.6,13.3,20,0,,277,24.8,,1015.4,
2015-06-30,17.4,12.8,26.1,0,,300,21.2,,1011.6,
2015-07-01,17.7,13.3,23.3,0,,299,19.8,,1011.8,
2015-07-02,17.6,14.4,22.8,0,,310,18,,1013.5,
2015-07-03,18,14.4,22.2,0,,300,22,,1013.2,
2015-07-04,17.2,14.4,21.7,0,,296,22,,1011.4,
2015-07-05,18.5,15,25,0,,,14.4,,1013.9,
2015-07-06,18.2,15.6,22.2,0,,267,18.4,,1017.6,
2015-07-07,19.1,16.1,23.3,0,,264,20.5,,1015.6,
2015-07-08,17.3,15.6,20.6,0,,260,19.8,,1012,
2015-07-09,16.7,15,20,0,,248,14.8,,1011.8,
2015-07-10,17.3,15.6,21.7,0,,260,16.2,,1013.5,
2015-07-11,18.4,15.6,22.8,0,,268,19.8,,1015.1,
2015-07-12,19.1,16.7,23.3,0,,271,18,,1016.9,
2015-07-13,18.7,16.7,22.2,0,,265,28.4,,1015.8,
2015-07-14,17.1,15,20,0,,258,25.9,,1013.3,
2015-07-15,17.9,15,26.1,0,,,12.2,,1011.7,
2015-07-16,18.8,15,25,0,,311,13.7,,1012.2,
2015-07-17,18.3,15,22.8,0,,295,17.6,,1010.3,
2015-07-18,18.3,15,24.4,0,,257,13,,1012.7,
2015-07-19,21.1,17.2,31.1,0,,,14.4,,1017,
2015-07-20,22.3,15.6,24.4,0,,304,18.4,,1015.6,
2015-07-21,17.7,15.6,21.1,0,,267,21.6,,1013,
2015-07-22,17.1,15.6,20,0,,254,22.3,,1011.8,
2015-07-23,16.8,15.6,20,0,,247,22.3,,1015.7,
2015-07-24,17.8,14.4,22.2,0,,270,23,,1019,
2015-07-25,17,15,20.6,0,,268,22.3,,1018.3,
2015-07-26,17.6,15,23.3,0,,259,17.6,,1014.2,
2015-07-27,18.6,13.9,27.2,0,,295,20.5,,1013.3,
2015-07-28,19.7,14.4,30.6,0,,,14,,1011.3,
2015-07-29,20.8,13.9,27.2,0,,301,19.4,,1012.4,
2015-07-30,18.4,15.6,22.8,0,,304,21.2,,1015.8,
2015-07-31,17.9,15.6,22.8,0,,281,21.6,,1016.1,
2015-08-01,19.2,16.7,23.9,0,,266,18.7,,1015.3,
2015-08-02,18.8,16.7,21.7,0,,265,20.2,,1014.4,
2015-08-03,19.1,17.2,22.8,0,,262,20.5,,1014.5,
2015-08-04,19.1,16.1,22.8,0,,269,14.8,,1015.6,
2015-08-05,18.9,15,22.8,0,,,19.1,,1015.8,
2015-08-06,17.6,15,21.1,0,,295,18.7,,1011.8,
2015-08-07,18.4,14.4,24.4,0,,,11.9,,1011.5,
2015-08-08,18.7,16.1,21.7,0,,248,19.1,,1013.7,
2015-08-09,17.8,15.6,21.7,0,,272,21.6,,1013.8,
2015-08-10,18.1,15.6,22.8,0,,267,22.3,,1013.7,
2015-08-11,18.1,15.6,22.8,0,,264,20.9,,1013.7,
2015-08-12,18.5,14.4,25,0,,285,15.5,,1016.8,
2015-08-13,20.1,16.7,23.9,0,,278,18.4,,1017.2,
2015-08-14,19,16.1,23.3,0,,275,22,,1017.5,
2015-08-15,20.5,15.6,33.3,0,,,13,,1014.3,
2015-08-16,21.3,16.1,32.2,0,,307,14.4,,1011.3,
2015-08-17,21,15.6,24.4,0,,296,20.9,,1010.7,
2015-08-18,18.1,15,24.4,0,,305,13.7,,1012.7,
2015-08-19,18.7,15,23.3,0,,256,16.2,,1013.4,
2015-08-20,18.4,16.1,20.6,0,,266,19.1,,1012.6,
2015-08-21,17.8,15,21.7,0,,261,13.7,,1011.9,
2015-08-22,18,15,22.8,0,,205,13.7,,1012.9,
2015-08-23,18.2,15.6,23.3,0,,247,18.4,,1015.3,
2015-08-24,18.2,15.6,22.2,0,,278,22,,1016.4,
2015-08-25,17.6,14.4,21.7,0,,284,23,,1015.3,
2015-08-26,17.5,13.9,25,0,,293,18.7,,1016,
2015-08-27,20.2,16.1,30,0,,291,21.2,,1016.3,
2015-08-28,22.4,17.8,33.9,0,,302,13.7,,1012.7,
2015-08-29,20.2,18.3,23.9,0,,265,12.6,,1015.1,
2015-08-30,19.6,17.2,23.3,0,,279,27.4,,1016.2,
2015-08-31,19.2,15.6,24.4,0,,283,16.2,,1012.9,
2015-09-01,18.8,15,24.4,0,,241,13.7,,1012,
2015-09-02,18.6,16.7,22.8,0,,256,23.8,,1013.7,
2015-09-03,17.7,15,20.6,0,,253,25.9,,1012.5,
2015-09-04,16.4,13.3,20.6,0,,259,27.4,,1011.6,
2015-09-05,16.6,11.7,25,0,,,12.2,,1014.2,
2015-09-06,19.1,13.3,29.4,0,,,10.1,,1014.1,
2015-09-07,20.2,14.4,31.7,0,,,8.6,,1012.5,
2015-09-08,23.1,16.1,33.3,0,,329,9.4,,1011,
2015-09-09,24.3,15.6,32.8,0,,302,15.1,,1010.5,
2015-09-10,20.4,13.9,28.3,0,,306,16.6,,1011.2,
2015-09-11,18.3,13.9,24.4,0,,295,23.8,,1012.6,
2015-09-12,16.1,13.9,22.8,0,,294,17.6,,1013.8,
2015-09-13,18.2,15,22.2,0,,299,17.3,,1009.9,
2015-09-14,16.7,14.4,20,0,,,16.6,,1008,
2015-09-15,16.4,13.9,20,0,,260,20.5,,1012.1,
2015-09-16,16.8,14.4,21.1,0,,194,14.8,,1015.6,
2015-09-17,17.4,14.4,21.1,0,,291,18.4,,1017.2,
2015-09-18,17.3,13.3,26.1,0,,,14,,1013.9,
2015-09-19,18.2,12.8,29.4,0,,305,10.4,,1010.5,
2015-09-20,22.2,16.1,33.9,0,,,7.9,,1010.1,
2015-09-21,24.4,15.6,32.8,0,,,14.4,,1008,
2015-09-22,17.1,14.4,18.3,0,,263,19.1,,1012.7,
2015-09-23,16.3,12.8,23.9,0,,,14,,1015,
2015-09-24,19.2,15.6,29.4,0,,,14,,1013.1,
2015-09-25,19,14.4,23.3,0,,289,21.6,,1012.8,
2015-09-26,17.4,13.9,21.7,0,,300,22.3,,1012.4,
2015-09-27,16.9,13.9,21.7,0,,302,15.5,,1009.8,
2015-09-28,16.1,12.8,21.1,0,,293,18,,1011.8,
2015-09-29,16.4,13.9,19.4,0,,265,16.6,,1014.8,
2015-09-30,15.7,14.4,18.3,0.5,,,7.2,,1014.9,
2015-10-01,17.9,15,23.3,0,,,13.7,,1015.1,
2015-10-02,17.3,13.3,24.4,0,,304,13.7,,1015.2,
2015-10-03,16.5,12.8,21.7,0,,268,19.1,,1003.8,
2015-10-04,15.8,11.7,22.8,0,,253,11.5,,1001.9,
2015-10-05,18,13.9,23.3,0,,185,11.2,,1010.5,
2015-10-06,18.8,15.6,23.3,0,,310,13,,1018.1,
2015-10-07,17.8,15,22.8,0,,275,16.6,,1019.9,
2015-10-08,18,14.4,26.7,0,,,13.3,,1018.4,
2015-10-09,18.4,13.9,26.1,0,,287,18.7,,1017.6,
2015-10-10,18.1,15.6,21.7,0,,278,20.9,,1016.2,
2015-10-11,18.1,14.4,23.3,0,,302,17.6,,1015.6,
2015-10-12,17.2,13.3,27.8,0,,317,9,,1014.3,
2015-10-13,21.4,16.7,30.6,0,,,11.2,,1015.2,
2015-10-14,20.6,16.1,25.6,0,,,13.3,,1015,
2015-10-15,18.3,16.1,21.7,0,,292,16.6,,1013.9,
2015-10-16,17.4,15.6,22.2,0,,290,16.9,,1013.4,
2015-10-17,17.4,15.6,20.6,0,,241,13.3,,1014.7,
2015-10-18,17.6,15.6,20.6,0,,270,24.5,,1015.4,
2015-10-19,17.2,15.6,20,0,,274,19.8,,1016.1,
2015-10-20,17.5,13.9,26.1,0,,,14,,1014.6,
2015-10-21,17.7,12.8,23.9,0,,,13.3,,1013.9,
2015-10-22,16.2,12.2,22.8,0,,,11.9,,1013.8,
2015-10-23,16.9,12.8,20.6,0,,304,12.6,,1015.7,
2015-10-24,16,11.7,21.1,0,,297,14.4,,1015.2,
2015-10-25,16.5,14.4,21.1,0,,283,16.2,,1015.3,
2015-10-26,16.3,12.8,22.8,0,,,10.8,,1015,
2015-10-27,16.9,14.4,20,0,,,8.3,,1015.5,
2015-10-28,17.6,15,21.1,0,,,15.5,,1016.7,
2015-10-29,16.8,13.3,22.2,0,,277,20.5,,1015.9,
2015-10-30,16.8,11.7,25.6,0,,296,11.5,,1016.3,
2015-10-31,17.5,12.8,22.8,0,,288,13.3,,1018.5,
2015-11-01,16.9,13.9,21.7,0.8,,276,11.2,,1018.8,
2015-11-02,16,12.2,17.2,10.4,,291,20.9,,1010.5,
2015-11-03,13.8,10.6,17.8,0,,282,12.6,,1012.8,
2015-11-04,14.2,10,17.8,0,,298,18.4,,1017.3,
2015-11-05,12.7,8.3,17.8,0,,,7.6,,1023.3,
2015-11-06,13.2,8.9,19.4,0,,271,9,,1024.1,
2015-11-07,13.2,8.3,18.9,0,,,9,,1019.9,
2015-11-08,13.5,9.4,16.7,0.8,,,10.4,,1016,
2015-11-09,12.3,8.3,13.9,9.1,,225,16.6,,1014.6,
2015-11-10,11.6,7.2,15.6,0,,311,11.9,,1023,
2015-11-11,11.3,6.7,17.2,0,,,6.1,,1028,
2015-11-12,12.1,7.2,17.2,0,,,7.9,,1023.2,
2015-11-13,12.3,7.8,19.4,0,,,3.2,,1018.3,
2015-11-14,12.8,7.8,17.8,0,,,7.9,,1013.4,
2015-11-15,13.7,10,15,7.9,,270,37.1,,1012.6,
2015-11-16,11.3,8.3,15.6,0,,303,19.4,,1024.3,
2015-11-17,12.7,10,16.1,0,,292,14,,1026.6,
2015-11-18,13.1,8.9,17.2,0,,,10.8,,1023,
2015-11-19,13.5,8.9,20,0,,,8.3,,1020.8,
2015-11-20,15,11.1,20,0,,,8.3,,1018.8,
2015-11-21,13.2,9.4,20,0,,,4,,1017.8,
2015-11-22,14,8.9,19.4,0,,,1.8,,1015,
2015-11-23,13.2,9.4,14.4,0,,272,13,,1013.5,
2015-11-24,12.3,8.9,14.4,6.4,,236,15.5,,1013,
2015-11-25,9.3,5.6,12.2,0.8,,275,9.7,,1014.2,
2015-11-26,8.4,5.6,11.7,0,,9,13.3,,1018.7,
2015-11-27,10.2,5.6,13.3,0,,,10.4,,1020,
2015-11-28,9.2,5.6,13.3,0,,,9.4,,1020.6,
2015-11-29,8.3,2.8,12.8,0,,,5,,1022,
2015-11-30,7.9,3.3,10.6,0,,,5.8,,1022.7,
2015-12-01,9.6,6.1,13.3,0,,,5.4,,1023.2,
2015-12-02,10.7,7.8,14.4,0,,,2.2,,1021.6,
2015-12-03,11.6,7.2,15,5.1,,183,15.5,,1016.2,
2015-12-04,11.4,7.2,14.4,0,,,6.1,,1023.1,
2015-12-05,9.8,6.7,13.3,0,,,3.6,,1024.4,
2015-12-06,12.4,11.1,16.1,0.3,,,8.3,,1024.8,
2015-12-07,14.1,12.2,14.4,0,,,3.6,,1025.3,
2015-12-08,13.1,11.1,15.6,0,,,5.4,,1023.3,
2015-12-09,14.1,12.2,18.3,0,,,6.5,,1019.3,
2015-12-10,15.4,10.6,16.1,11.9,,227,20.9,,1012.6,
2015-12-11,11.2,7.8,13.3,3,,254,17.3,,1012.9,
2015-12-12,10.9,7.8,13.9,0,,136,9.7,,1020.7,
2015-12-13,12.2,8.9,13.9,19.3,,248,29.9,,1016.6,
2015-12-14,9.5,6.7,13.3,0,,306,16.2,,1020.1,
2015-12-15,9.6,5,13.3,0,,327,12.2,,1021.9,
2015-12-16,8.1,3.9,12.8,0,,,5.4,,1023.9,
2015-12-17,8.6,10,12.8,0,,,1.8,,1024.1,
2015-12-18,10.8,7.2,15,5.6,,146,13,,1017.4,
2015-12-19,11.6,9.4,12.8,1,,287,18,,1016.2,
2015-12-20,9.3,5.6,12.2,6.1,,148,14.4,,1021.3,
2015-12-21,12.2,10.6,15,23.4,,203,22.7,,1016.9,
2015-12-22,14.6,10.6,15,3.3,,271,33.1,,1010.6,
2015-12-23,11.2,8.9,12.8,0,,281,30.6,,1015.6,
2015-12-24,10.1,7.2,11.7,3.3,,267,21.6,,1015.4,
2015-12-25,8.2,4.4,10.6,0,,325,10.8,,1023.4,
2015-12-26,8.4,3.9,11.1,0,,,9.4,,1029.5,
2015-12-27,5.4,1.1,8.9,0.3,,,7.2,,1023.8,
2015-12-28,6.7,5,8.9,2.8,,61,8.3,,1017.9,
2015-12-29,6.7,2.2,12.2,0,,,4.7,,1019.6,
2015-12-30,7.7,4.4,9.4,0.3,,14,11.2,,1023.8,
2015-12-31,7.7,3.9,10.6,0,,80,13,,1023,
2016-01-01,7,2.8,9.4,0,,90,14,,1020.8,
2016-01-02,7.7,6.7,10.6,0,,102,9.7,,1017.6,
2016-01-03,8.8,6.7,11.7,1,,,3.2,,1011.6,
2016-01-04,10,8.3,14.4,2.8,,,10.1,,1006.9,
2016-01-05,11.9,10,12.8,25.4,,165,15.5,,1005.7,
2016-01-06,10.8,8.9,12.8,25.1,,144,18.4,,1005.7,
2016-01-07,9.6,6.7,11.7,0.3,,63,6.8,,1013.6,
2016-01-08,8.4,5.6,10.6,0,,,4.7,,1018.6,
2016-01-09,10.2,9.4,12.2,1.5,,,7.6,,1019.8,
2016-01-10,10.6,10,12.2,0,,63,11.2,,1022.5,
2016-01-11,10.9,10,13.3,0,,,3.6,,1025.7,
2016-01-12,11.1,9.4,15,0,,98,10.1,,1022,
2016-01-13,13.7,8.9,15,8.4,,227,23.8,,1019.9,
2016-01-14,10.3,6.7,13.9,0.8,,165,13.3,,1019.6,
2016-01-15,12.2,10,13.9,5.3,,14,8.6,,1018.8,
2016-01-16,12.4,10.6,16.1,3.8,,123,8.6,,1020.9,
2016-01-17,13.9,12.2,15.6,17,,148,16.2,,1019.2,
2016-01-18,13.6,11.7,16.1,7.6,,253,7.9,,1020.2,
2016-01-19,13.9,11.7,16.7,26.4,,204,20.9,,1017.6,
2016-01-20,11.6,8.3,13.3,0,,,6.5,,1023.7,
2016-01-21,11.9,10,16.7,0,,,7.9,,1019.8,
2016-01-22,14.1,11.7,16.1,13,,139,15.8,,1015.4,
2016-01-23,13.3,10.6,14.4,1.5,,249,22.3,,1018.3,
2016-01-24,11.3,9.4,13.9,0,,283,14.4,,1023,
2016-01-25,11.4,9.4,14.4,0,,,4.7,,1024.5,
2016-01-26,11.3,7.8,13.9,0,,,6.5,,1026.3,
2016-01-27,12.1,9.4,16.1,0,,,4.7,,1026.3,
2016-01-28,11.6,8.3,15,0,,,6.5,,1024.5,
2016-01-29,14.5,11.7,16.1,1.8,,180,14.4,,1020,
2016-01-30,12.7,10.6,14.4,0,,280,20.2,,1017.4,
2016-01-31,10.9,8.9,12.2,0,,298,27.4,,1011.5,
2016-02-01,9.8,7.2,13.3,0,,302,23.8,,1021.8,
2016-02-02,9.8,7.8,12.8,4.6,,70,14.8,,1024.5,
2016-02-03,8.7,5.6,11.7,0,,,7.9,,1028.3,
2016-02-04,11,8.3,14.4,0,,,9.4,,1029.9,
2016-02-05,10.6,6.1,16.1,0,,,4.3,,1029.4,
2016-02-06,11.8,7.2,17.2,0,,,4.7,,1028.5,
2016-02-07,13.5,8.3,20,0,,,3.2,,1024,
2016-02-08,15.6,10.6,22.8,0,,119,7.6,,1022.5,
2016-02-09,15,9.4,21.7,0,,,5,,1022,
2016-02-10,13.9,10,19.4,0,,,4.3,,1022.8,
2016-02-11,14.5,10,18.3,0,,,10.4,,1020.8,
2016-02-12,13.5,8.3,18.9,0,,,14.8,,1022.7,
2016-02-13,13.7,11.7,18.9,0,,293,18.7,,1024.3,
2016-02-14,13.9,10,19.4,0,,299,16.9,,1024.5,
2016-02-15,15.9,11.7,23.9,0,,,4,,1019.9,
2016-02-16,16.9,11.7,23.3,0,,,3.2,,1012.2,
